Source,Target
260800,950962
260800,239362
260800,339282
260800,480769
260800,40744
260800,681015
260800,338183
260800,961772
260800,25678
260800,221062
260800,162704
260800,220354
260800,387268
260800,223644
260800,102628
260800,55194
260800,896621
260800,886209
260800,379565
260800,995619
260800,869269
260800,782323
260800,583209
260800,17896
260800,45105
260800,210356
260800,187842
260800,684772
260800,830016
260800,822573
260800,168204
260800,950003
260800,839720
260800,358288
260800,860021
260800,446990
260800,17126
260800,287244
260800,168319
260800,966801
260800,555857
260800,102609
260800,404908
260800,582137
260800,339453
260800,918922
260800,606164
260800,862660
260800,33619
260800,754402
260800,692566
260800,133733
260800,884098
260800,200019
260800,499381
260800,86759
260800,71888
260800,386703
260800,100283
260800,607351
260800,698881
260800,897957
260800,95089
260800,506652
260800,765242
260800,12058
260800,294618
260800,111635
260800,809608
260800,350486
260800,261569
260800,230772
260800,756099
260800,467145
260800,319670
260800,333519
260800,24484
260800,923817
260800,168308
260800,707549
260800,949057
260800,537251
260800,415224
260800,131806
260800,172506
260800,950791
260800,783657
260800,77174
260800,35970
260800,50997
260800,481191
260800,102792
260800,625089
260800,593324
260800,273822
260800,476278
260800,499985
260800,339588
260800,913194
100883,118804
100883,447769
100883,688840
100883,405952
100883,912284
100883,757276
100883,59067
100883,871439
100883,606738
100883,961024
100883,504419
100883,567228
100883,776378
100883,546344
100883,457522
100883,716612
100883,108514
100883,604000
100883,606096
100883,309907
100883,565511
100883,40309
100883,304344
100883,211534
100883,195919
100883,405164
100883,426203
100883,203577
100883,407880
100883,655448
100883,86307
100883,798236
100883,734785
100883,221316
100883,168087
100883,838135
100883,480744
100883,997377
100883,791422
100883,108239
100883,688631
100883,634027
100883,995316
100883,159886
100883,680243
100883,444318
100883,385254
100883,218080
100883,171812
100883,455533
100883,465698
100883,445127
100883,296490
100883,130004
100883,358487
100883,363822
100883,547275
100883,350356
100883,580541
100883,297422
100883,894713
100883,598704
100883,133333
100883,605224
100883,360254
100883,80140
100883,854241
100883,833761
100883,735033
100883,140246
100883,151203
100883,886018
100883,962410
100883,544056
100883,692363
100883,286704
100883,352702
100883,829911
100883,258717
100883,77142
100883,143288
100883,406373
100883,434668
100883,163885
100883,822198
100883,555171
100883,407707
100883,614626
100883,735869
100883,677618
100883,950962
100883,239362
100883,339282
100883,480769
100883,40744
100883,681015
100883,338183
100883,961772
100883,25678
100883,221062
100883,162704
100883,220354
100883,387268
100883,223644
100883,102628
100883,55194
100883,896621
100883,886209
100883,379565
100883,995619
100883,869269
100883,782323
100883,583209
100883,17896
100883,45105
100883,210356
100883,187842
100883,684772
100883,830016
100883,822573
100883,168204
100883,950003
100883,839720
100883,358288
100883,860021
100883,446990
100883,17126
100883,287244
100883,168319
100883,966801
100883,555857
100883,102609
100883,404908
100883,582137
100883,339453
100883,918922
100883,606164
100883,862660
100883,33619
100883,754402
100883,692566
100883,133733
100883,884098
100883,200019
100883,499381
100883,86759
100883,71888
100883,386703
100883,100283
100883,607351
100883,698881
100883,897957
100883,95089
100883,506652
100883,765242
100883,12058
100883,294618
100883,111635
100883,809608
100883,350486
100883,261569
100883,230772
100883,756099
100883,467145
100883,319670
100883,333519
100883,24484
100883,923817
100883,168308
100883,707549
100883,949057
100883,537251
100883,415224
100883,131806
100883,172506
100883,950791
100883,783657
100883,77174
100883,35970
100883,50997
100883,481191
100883,102792
100883,625089
100883,593324
100883,273822
100883,476278
100883,499985
100883,339588
100883,913194
118804,447769
118804,688840
118804,405952
118804,912284
118804,757276
118804,59067
118804,871439
118804,606738
118804,961024
118804,504419
118804,567228
118804,776378
118804,546344
118804,457522
118804,716612
118804,108514
118804,604000
118804,606096
118804,309907
118804,565511
118804,40309
118804,304344
118804,211534
118804,195919
118804,405164
118804,426203
118804,203577
118804,407880
118804,655448
118804,86307
118804,798236
118804,734785
118804,221316
118804,168087
118804,838135
118804,480744
118804,997377
118804,791422
118804,108239
118804,688631
118804,634027
118804,995316
118804,159886
118804,680243
118804,444318
118804,385254
118804,218080
118804,171812
118804,455533
118804,465698
118804,445127
118804,296490
118804,130004
118804,358487
118804,363822
118804,547275
118804,350356
118804,580541
118804,297422
118804,894713
118804,598704
118804,133333
118804,605224
118804,360254
118804,80140
118804,854241
118804,833761
118804,735033
118804,140246
118804,151203
118804,886018
118804,962410
118804,544056
118804,692363
118804,286704
118804,352702
118804,829911
118804,258717
118804,77142
118804,143288
118804,406373
118804,434668
118804,163885
118804,822198
118804,555171
118804,407707
118804,614626
118804,735869
118804,677618
118804,950962
118804,239362
118804,339282
118804,480769
118804,40744
118804,681015
118804,338183
118804,961772
118804,25678
118804,221062
118804,162704
118804,220354
118804,387268
118804,223644
118804,102628
118804,55194
118804,896621
118804,886209
118804,379565
118804,995619
118804,869269
118804,782323
118804,583209
118804,17896
118804,45105
118804,210356
118804,187842
118804,684772
118804,830016
118804,822573
118804,168204
118804,950003
118804,839720
118804,358288
118804,860021
118804,446990
118804,17126
118804,287244
118804,168319
118804,966801
118804,555857
118804,102609
118804,404908
118804,582137
118804,339453
118804,918922
118804,606164
118804,862660
118804,33619
118804,754402
118804,692566
118804,133733
118804,884098
118804,200019
118804,499381
118804,86759
118804,71888
118804,386703
118804,100283
118804,607351
118804,698881
118804,897957
118804,95089
118804,506652
118804,765242
118804,12058
118804,294618
118804,111635
118804,809608
118804,350486
118804,261569
118804,230772
118804,756099
118804,467145
118804,319670
118804,333519
118804,24484
118804,923817
118804,168308
118804,707549
118804,949057
118804,537251
118804,415224
118804,131806
118804,172506
118804,950791
118804,783657
118804,77174
118804,35970
118804,50997
118804,481191
118804,102792
118804,625089
118804,593324
118804,273822
118804,476278
118804,499985
118804,339588
118804,913194
447769,688840
447769,405952
447769,912284
447769,757276
447769,59067
447769,871439
447769,606738
447769,961024
447769,504419
447769,567228
447769,776378
447769,546344
447769,457522
447769,716612
447769,108514
447769,604000
447769,606096
447769,309907
447769,565511
447769,40309
447769,304344
447769,211534
447769,195919
447769,405164
447769,426203
447769,203577
447769,407880
447769,655448
447769,86307
447769,798236
447769,734785
447769,221316
447769,168087
447769,838135
447769,480744
447769,997377
447769,791422
447769,108239
447769,688631
447769,634027
447769,995316
447769,159886
447769,680243
447769,444318
447769,385254
447769,218080
447769,171812
447769,455533
447769,465698
447769,445127
447769,296490
447769,130004
447769,358487
447769,363822
447769,547275
447769,350356
447769,580541
447769,297422
447769,894713
447769,598704
447769,133333
447769,605224
447769,360254
447769,80140
447769,854241
447769,833761
447769,735033
447769,140246
447769,151203
447769,886018
447769,962410
447769,544056
447769,692363
447769,286704
447769,352702
447769,829911
447769,258717
447769,77142
447769,143288
447769,406373
447769,434668
447769,163885
447769,822198
447769,555171
447769,407707
447769,614626
447769,735869
447769,677618
447769,950962
447769,239362
447769,339282
447769,480769
447769,40744
447769,681015
447769,338183
447769,961772
447769,25678
447769,221062
447769,162704
447769,220354
447769,387268
447769,223644
447769,102628
447769,55194
447769,896621
447769,886209
447769,379565
447769,995619
447769,869269
447769,782323
447769,583209
447769,17896
447769,45105
447769,210356
447769,187842
447769,684772
447769,830016
447769,822573
447769,168204
447769,950003
447769,839720
447769,358288
447769,860021
447769,446990
447769,17126
447769,287244
447769,168319
447769,966801
447769,555857
447769,102609
447769,404908
447769,582137
447769,339453
447769,918922
447769,606164
447769,862660
447769,33619
447769,754402
447769,692566
447769,133733
447769,884098
447769,200019
447769,499381
447769,86759
447769,71888
447769,386703
447769,100283
447769,607351
447769,698881
447769,897957
447769,95089
447769,506652
447769,765242
447769,12058
447769,294618
447769,111635
447769,809608
447769,350486
447769,261569
447769,230772
447769,756099
447769,467145
447769,319670
447769,333519
447769,24484
447769,923817
447769,168308
447769,707549
447769,949057
447769,537251
447769,415224
447769,131806
447769,172506
447769,950791
447769,783657
447769,77174
447769,35970
447769,50997
447769,481191
447769,102792
447769,625089
447769,593324
447769,273822
447769,476278
447769,499985
447769,339588
447769,913194
688840,405952
688840,912284
688840,757276
688840,59067
688840,871439
688840,606738
688840,961024
688840,504419
688840,567228
688840,776378
688840,546344
688840,457522
688840,716612
688840,108514
688840,604000
688840,606096
688840,309907
688840,565511
688840,40309
688840,304344
688840,211534
688840,195919
688840,405164
688840,426203
688840,203577
688840,407880
688840,655448
688840,86307
688840,798236
688840,734785
688840,221316
688840,168087
688840,838135
688840,480744
688840,997377
688840,791422
688840,108239
688840,688631
688840,634027
688840,995316
688840,159886
688840,680243
688840,444318
688840,385254
688840,218080
688840,171812
688840,455533
688840,465698
688840,445127
688840,296490
688840,130004
688840,358487
688840,363822
688840,547275
688840,350356
688840,580541
688840,297422
688840,894713
688840,598704
688840,133333
688840,605224
688840,360254
688840,80140
688840,854241
688840,833761
688840,735033
688840,140246
688840,151203
688840,886018
688840,962410
688840,544056
688840,692363
688840,286704
688840,352702
688840,829911
688840,258717
688840,77142
688840,143288
688840,406373
688840,434668
688840,163885
688840,822198
688840,555171
688840,407707
688840,614626
688840,735869
688840,677618
688840,950962
688840,239362
688840,339282
688840,480769
688840,40744
688840,681015
688840,338183
688840,961772
688840,25678
688840,221062
688840,162704
688840,220354
688840,387268
688840,223644
688840,102628
688840,55194
688840,896621
688840,886209
688840,379565
688840,995619
688840,869269
688840,782323
688840,583209
688840,17896
688840,45105
688840,210356
688840,187842
688840,684772
688840,830016
688840,822573
688840,168204
688840,950003
688840,839720
688840,358288
688840,860021
688840,446990
688840,17126
688840,287244
688840,168319
688840,966801
688840,555857
688840,102609
688840,404908
688840,582137
688840,339453
688840,918922
688840,606164
688840,862660
688840,33619
688840,754402
688840,692566
688840,133733
688840,884098
688840,200019
688840,499381
688840,86759
688840,71888
688840,386703
688840,100283
688840,607351
688840,698881
688840,897957
688840,95089
688840,506652
688840,765242
688840,12058
688840,294618
688840,111635
688840,809608
688840,350486
688840,261569
688840,230772
688840,756099
688840,467145
688840,319670
688840,333519
688840,24484
688840,923817
688840,168308
688840,707549
688840,949057
688840,537251
688840,415224
688840,131806
688840,172506
688840,950791
688840,783657
688840,77174
688840,35970
688840,50997
688840,481191
688840,102792
688840,625089
688840,593324
688840,273822
688840,476278
688840,499985
688840,339588
688840,913194
405952,912284
405952,757276
405952,59067
405952,871439
405952,606738
405952,961024
405952,504419
405952,567228
405952,776378
405952,546344
405952,457522
405952,716612
405952,108514
405952,604000
405952,606096
405952,309907
405952,565511
405952,40309
405952,304344
405952,211534
405952,195919
405952,405164
405952,426203
405952,203577
405952,407880
405952,655448
405952,86307
405952,798236
405952,734785
405952,221316
405952,168087
405952,838135
405952,480744
405952,997377
405952,791422
405952,108239
405952,688631
405952,634027
405952,995316
405952,159886
405952,680243
405952,444318
405952,385254
405952,218080
405952,171812
405952,455533
405952,465698
405952,445127
405952,296490
405952,130004
405952,358487
405952,363822
405952,547275
405952,350356
405952,580541
405952,297422
405952,894713
405952,598704
405952,133333
405952,605224
405952,360254
405952,80140
405952,854241
405952,833761
405952,735033
405952,140246
405952,151203
405952,886018
405952,962410
405952,544056
405952,692363
405952,286704
405952,352702
405952,829911
405952,258717
405952,77142
405952,143288
405952,406373
405952,434668
405952,163885
405952,822198
405952,555171
405952,407707
405952,614626
405952,735869
405952,677618
405952,950962
405952,239362
405952,339282
405952,480769
405952,40744
405952,681015
405952,338183
405952,961772
405952,25678
405952,221062
405952,162704
405952,220354
405952,387268
405952,223644
405952,102628
405952,55194
405952,896621
405952,886209
405952,379565
405952,995619
405952,869269
405952,782323
405952,583209
405952,17896
405952,45105
405952,210356
405952,187842
405952,684772
405952,830016
405952,822573
405952,168204
405952,950003
405952,839720
405952,358288
405952,860021
405952,446990
405952,17126
405952,287244
405952,168319
405952,966801
405952,555857
405952,102609
405952,404908
405952,582137
405952,339453
405952,918922
405952,606164
405952,862660
405952,33619
405952,754402
405952,692566
405952,133733
405952,884098
405952,200019
405952,499381
405952,86759
405952,71888
405952,386703
405952,100283
405952,607351
405952,698881
405952,897957
405952,95089
405952,506652
405952,765242
405952,12058
405952,294618
405952,111635
405952,809608
405952,350486
405952,261569
405952,230772
405952,756099
405952,467145
405952,319670
405952,333519
405952,24484
405952,923817
405952,168308
405952,707549
405952,949057
405952,537251
405952,415224
405952,131806
405952,172506
405952,950791
405952,783657
405952,77174
405952,35970
405952,50997
405952,481191
405952,102792
405952,625089
405952,593324
405952,273822
405952,476278
405952,499985
405952,339588
405952,913194
912284,757276
912284,59067
912284,871439
912284,606738
912284,961024
912284,504419
912284,567228
912284,776378
912284,546344
912284,457522
912284,716612
912284,108514
912284,604000
912284,606096
912284,309907
912284,565511
912284,40309
912284,304344
912284,211534
912284,195919
912284,405164
912284,426203
912284,203577
912284,407880
912284,655448
912284,86307
912284,798236
912284,734785
912284,221316
912284,168087
912284,838135
912284,480744
912284,997377
912284,791422
912284,108239
912284,688631
912284,634027
912284,995316
912284,159886
912284,680243
912284,444318
912284,385254
912284,218080
912284,171812
912284,455533
912284,465698
912284,445127
912284,296490
912284,130004
912284,358487
912284,363822
912284,547275
912284,350356
912284,580541
912284,297422
912284,894713
912284,598704
912284,133333
912284,605224
912284,360254
912284,80140
912284,854241
912284,833761
912284,735033
912284,140246
912284,151203
912284,886018
912284,962410
912284,544056
912284,692363
912284,286704
912284,352702
912284,829911
912284,258717
912284,77142
912284,143288
912284,406373
912284,434668
912284,163885
912284,822198
912284,555171
912284,407707
912284,614626
912284,735869
912284,677618
912284,950962
912284,239362
912284,339282
912284,480769
912284,40744
912284,681015
912284,338183
912284,961772
912284,25678
912284,221062
912284,162704
912284,220354
912284,387268
912284,223644
912284,102628
912284,55194
912284,896621
912284,886209
912284,379565
912284,995619
912284,869269
912284,782323
912284,583209
912284,17896
912284,45105
912284,210356
912284,187842
912284,684772
912284,830016
912284,822573
912284,168204
912284,950003
912284,839720
912284,358288
912284,860021
912284,446990
912284,17126
912284,287244
912284,168319
912284,966801
912284,555857
912284,102609
912284,404908
912284,582137
912284,339453
912284,918922
912284,606164
912284,862660
912284,33619
912284,754402
912284,692566
912284,133733
912284,884098
912284,200019
912284,499381
912284,86759
912284,71888
912284,386703
912284,100283
912284,607351
912284,698881
912284,897957
912284,95089
912284,506652
912284,765242
912284,12058
912284,294618
912284,111635
912284,809608
912284,350486
912284,261569
912284,230772
912284,756099
912284,467145
912284,319670
912284,333519
912284,24484
912284,923817
912284,168308
912284,707549
912284,949057
912284,537251
912284,415224
912284,131806
912284,172506
912284,950791
912284,783657
912284,77174
912284,35970
912284,50997
912284,481191
912284,102792
912284,625089
912284,593324
912284,273822
912284,476278
912284,499985
912284,339588
912284,913194
757276,59067
757276,871439
757276,606738
757276,961024
757276,504419
757276,567228
757276,776378
757276,546344
757276,457522
757276,716612
757276,108514
757276,604000
757276,606096
757276,309907
757276,565511
757276,40309
757276,304344
757276,211534
757276,195919
757276,405164
757276,426203
757276,203577
757276,407880
757276,655448
757276,86307
757276,798236
757276,734785
757276,221316
757276,168087
757276,838135
757276,480744
757276,997377
757276,791422
757276,108239
757276,688631
757276,634027
757276,995316
757276,159886
757276,680243
757276,444318
757276,385254
757276,218080
757276,171812
757276,455533
757276,465698
757276,445127
757276,296490
757276,130004
757276,358487
757276,363822
757276,547275
757276,350356
757276,580541
757276,297422
757276,894713
757276,598704
757276,133333
757276,605224
757276,360254
757276,80140
757276,854241
757276,833761
757276,735033
757276,140246
757276,151203
757276,886018
757276,962410
757276,544056
757276,692363
757276,286704
757276,352702
757276,829911
757276,258717
757276,77142
757276,143288
757276,406373
757276,434668
757276,163885
757276,822198
757276,555171
757276,407707
757276,614626
757276,735869
757276,677618
757276,950962
757276,239362
757276,339282
757276,480769
757276,40744
757276,681015
757276,338183
757276,961772
757276,25678
757276,221062
757276,162704
757276,220354
757276,387268
757276,223644
757276,102628
757276,55194
757276,896621
757276,886209
757276,379565
757276,995619
757276,869269
757276,782323
757276,583209
757276,17896
757276,45105
757276,210356
757276,187842
757276,684772
757276,830016
757276,822573
757276,168204
757276,950003
757276,839720
757276,358288
757276,860021
757276,446990
757276,17126
757276,287244
757276,168319
757276,966801
757276,555857
757276,102609
757276,404908
757276,582137
757276,339453
757276,918922
757276,606164
757276,862660
757276,33619
757276,754402
757276,692566
757276,133733
757276,884098
757276,200019
757276,499381
757276,86759
757276,71888
757276,386703
757276,100283
757276,607351
757276,698881
757276,897957
757276,95089
757276,506652
757276,765242
757276,12058
757276,294618
757276,111635
757276,809608
757276,350486
757276,261569
757276,230772
757276,756099
757276,467145
757276,319670
757276,333519
757276,24484
757276,923817
757276,168308
757276,707549
757276,949057
757276,537251
757276,415224
757276,131806
757276,172506
757276,950791
757276,783657
757276,77174
757276,35970
757276,50997
757276,481191
757276,102792
757276,625089
757276,593324
757276,273822
757276,476278
757276,499985
757276,339588
757276,913194
59067,871439
59067,606738
59067,961024
59067,504419
59067,567228
59067,776378
59067,546344
59067,457522
59067,716612
59067,108514
59067,604000
59067,606096
59067,309907
59067,565511
59067,40309
59067,304344
59067,211534
59067,195919
59067,405164
59067,426203
59067,203577
59067,407880
59067,655448
59067,86307
59067,798236
59067,734785
59067,221316
59067,168087
59067,838135
59067,480744
59067,997377
59067,791422
59067,108239
59067,688631
59067,634027
59067,995316
59067,159886
59067,680243
59067,444318
59067,385254
59067,218080
59067,171812
59067,455533
59067,465698
59067,445127
59067,296490
59067,130004
59067,358487
59067,363822
59067,547275
59067,350356
59067,580541
59067,297422
59067,894713
59067,598704
59067,133333
59067,605224
59067,360254
59067,80140
59067,854241
59067,833761
59067,735033
59067,140246
59067,151203
59067,886018
59067,962410
59067,544056
59067,692363
59067,286704
59067,352702
59067,829911
59067,258717
59067,77142
59067,143288
59067,406373
59067,434668
59067,163885
59067,822198
59067,555171
59067,407707
59067,614626
59067,735869
59067,677618
59067,950962
59067,239362
59067,339282
59067,480769
59067,40744
59067,681015
59067,338183
59067,961772
59067,25678
59067,221062
59067,162704
59067,220354
59067,387268
59067,223644
59067,102628
59067,55194
59067,896621
59067,886209
59067,379565
59067,995619
59067,869269
59067,782323
59067,583209
59067,17896
59067,45105
59067,210356
59067,187842
59067,684772
59067,830016
59067,822573
59067,168204
59067,950003
59067,839720
59067,358288
59067,860021
59067,446990
59067,17126
59067,287244
59067,168319
59067,966801
59067,555857
59067,102609
59067,404908
59067,582137
59067,339453
59067,918922
59067,606164
59067,862660
59067,33619
59067,754402
59067,692566
59067,133733
59067,884098
59067,200019
59067,499381
59067,86759
59067,71888
59067,386703
59067,100283
59067,607351
59067,698881
59067,897957
59067,95089
59067,506652
59067,765242
59067,12058
59067,294618
59067,111635
59067,809608
59067,350486
59067,261569
59067,230772
59067,756099
59067,467145
59067,319670
59067,333519
59067,24484
59067,923817
59067,168308
59067,707549
59067,949057
59067,537251
59067,415224
59067,131806
59067,172506
59067,950791
59067,783657
59067,77174
59067,35970
59067,50997
59067,481191
59067,102792
59067,625089
59067,593324
59067,273822
59067,476278
59067,499985
59067,339588
59067,913194
871439,606738
871439,961024
871439,504419
871439,567228
871439,776378
871439,546344
871439,457522
871439,716612
871439,108514
871439,604000
871439,606096
871439,309907
871439,565511
871439,40309
871439,304344
871439,211534
871439,195919
871439,405164
871439,426203
871439,203577
871439,407880
871439,655448
871439,86307
871439,798236
871439,734785
871439,221316
871439,168087
871439,838135
871439,480744
871439,997377
871439,791422
871439,108239
871439,688631
871439,634027
871439,995316
871439,159886
871439,680243
871439,444318
871439,385254
871439,218080
871439,171812
871439,455533
871439,465698
871439,445127
871439,296490
871439,130004
871439,358487
871439,363822
871439,547275
871439,350356
871439,580541
871439,297422
871439,894713
871439,598704
871439,133333
871439,605224
871439,360254
871439,80140
871439,854241
871439,833761
871439,735033
871439,140246
871439,151203
871439,886018
871439,962410
871439,544056
871439,692363
871439,286704
871439,352702
871439,829911
871439,258717
871439,77142
871439,143288
871439,406373
871439,434668
871439,163885
871439,822198
871439,555171
871439,407707
871439,614626
871439,735869
871439,677618
871439,950962
871439,239362
871439,339282
871439,480769
871439,40744
871439,681015
871439,338183
871439,961772
871439,25678
871439,221062
871439,162704
871439,220354
871439,387268
871439,223644
871439,102628
871439,55194
871439,896621
871439,886209
871439,379565
871439,995619
871439,869269
871439,782323
871439,583209
871439,17896
871439,45105
871439,210356
871439,187842
871439,684772
871439,830016
871439,822573
871439,168204
871439,950003
871439,839720
871439,358288
871439,860021
871439,446990
871439,17126
871439,287244
871439,168319
871439,966801
871439,555857
871439,102609
871439,404908
871439,582137
871439,339453
871439,918922
871439,606164
871439,862660
871439,33619
871439,754402
871439,692566
871439,133733
871439,884098
871439,200019
871439,499381
871439,86759
871439,71888
871439,386703
871439,100283
871439,607351
871439,698881
871439,897957
871439,95089
871439,506652
871439,765242
871439,12058
871439,294618
871439,111635
871439,809608
871439,350486
871439,261569
871439,230772
871439,756099
871439,467145
871439,319670
871439,333519
871439,24484
871439,923817
871439,168308
871439,707549
871439,949057
871439,537251
871439,415224
871439,131806
871439,172506
871439,950791
871439,783657
871439,77174
871439,35970
871439,50997
871439,481191
871439,102792
871439,625089
871439,593324
871439,273822
871439,476278
871439,499985
871439,339588
871439,913194
606738,961024
606738,504419
606738,567228
606738,776378
606738,546344
606738,457522
606738,716612
606738,108514
606738,604000
606738,606096
606738,309907
606738,565511
606738,40309
606738,304344
606738,211534
606738,195919
606738,405164
606738,426203
606738,203577
606738,407880
606738,655448
606738,86307
606738,798236
606738,734785
606738,221316
606738,168087
606738,838135
606738,480744
606738,997377
606738,791422
606738,108239
606738,688631
606738,634027
606738,995316
606738,159886
606738,680243
606738,444318
606738,385254
606738,218080
606738,171812
606738,455533
606738,465698
606738,445127
606738,296490
606738,130004
606738,358487
606738,363822
606738,547275
606738,350356
606738,580541
606738,297422
606738,894713
606738,598704
606738,133333
606738,605224
606738,360254
606738,80140
606738,854241
606738,833761
606738,735033
606738,140246
606738,151203
606738,886018
606738,962410
606738,544056
606738,692363
606738,286704
606738,352702
606738,829911
606738,258717
606738,77142
606738,143288
606738,406373
606738,434668
606738,163885
606738,822198
606738,555171
606738,407707
606738,614626
606738,735869
606738,677618
606738,950962
606738,239362
606738,339282
606738,480769
606738,40744
606738,681015
606738,338183
606738,961772
606738,25678
606738,221062
606738,162704
606738,220354
